Pintu Masuk,Bulan,Jumlah,Jenis Data,Tahun,Bulan_Num,Tanggal
Jumlah (A+B+C),September,1394910.0,Grand Total,2025,9,2025-09-01
Lainnya,September,0.0,Pintu Masuk Lainnya,2025,9,2025-09-01
Total,September,1394910.0,Grand Total,2025,9,2025-09-01
A. Pintu Udara,Oktober,954216.0,Sub-Total,2025,10,2025-10-01
Ngurah Rai,Oktober,594846.0,Pintu Masuk,2025,10,2025-10-01
Soekarno-Hatta,Oktober,254968.0,Pintu Masuk,2025,10,2025-10-01
Juanda,Oktober,29534.0,Pintu Masuk,2025,10,2025-10-01
Kualanamu,Oktober,24621.0,Pintu Masuk,2025,10,2025-10-01
Husein Sastranegara,Oktober,0.0,Pintu Masuk,2025,10,2025-10-01
Adi Sucipto,Oktober,8712.0,Pintu Masuk,2025,10,2025-10-01
Bandara Int. Lombok,Oktober,9321.0,Pintu Masuk,2025,10,2025-10-01
Sam Ratulangi,Oktober,6513.0,Pintu Masuk,2025,10,2025-10-01
Minangkabau,Oktober,7588.0,Pintu Masuk,2025,10,2025-10-01
Sultan Syarif Kasim II,Oktober,3091.0,Pintu Masuk,2025,10,2025-10-01
Sultan Iskandar Muda,Oktober,4257.0,Pintu Masuk,2025,10,2025-10-01
Ahmad Yani,Oktober,1618.0,Pintu Masuk,2025,10,2025-10-01
Supadio,Oktober,1674.0,Pintu Masuk,2025,10,2025-10-01
Hasanuddin,Oktober,1565.0,Pintu Masuk,2025,10,2025-10-01
Sultan Badaruddin II,Oktober,834.0,Pintu Masuk,2025,10,2025-10-01
Pintu Udara Lainnya,Oktober,5074.0,Pintu Masuk Lainnya,2025,10,2025-10-01
B. Pintu Laut,Oktober,260124.0,Sub-Total,2025,10,2025-10-01
Batam,Oktober,137435.0,Pintu Masuk,2025,10,2025-10-01
Tanjung Uban,Oktober,22633.0,Pintu Masuk,2025,10,2025-10-01
Tanjung Pinang,Oktober,5285.0,Pintu Masuk,2025,10,2025-10-01
Tanjung Balai Karimun,Oktober,8541.0,Pintu Masuk,2025,10,2025-10-01
Tanjung Benoa,Oktober,7.0,Pintu Masuk,2025,10,2025-10-01
Tanjung Mas,Oktober,0.0,Pintu Masuk,2025,10,2025-10-01
Pintu Laut Lainnya,Oktober,86223.0,Pintu Masuk Lainnya,2025,10,2025-10-01
C. Pintu Darat,Oktober,134653.0,Sub-Total,2025,10,2025-10-01
Jayapura,Oktober,11274.0,Pintu Masuk,2025,10,2025-10-01
Atambua,Oktober,21420.0,Pintu Masuk,2025,10,2025-10-01
Entikong,Oktober,3135.0,Pintu Masuk,2025,10,2025-10-01
Aruk,Oktober,3097.0,Pintu Masuk,2025,10,2025-10-01
Nanga Badau,Oktober,918.0,Pintu Masuk,2025,10,2025-10-01
Pintu Darat Lainnya,Oktober,94809.0,Pintu Masuk Lainnya,2025,10,2025-10-01
Jumlah (A+B+C),Oktober,1348993.0,Grand Total,2025,10,2025-10-01
Lainnya,Oktober,0.0,Pintu Masuk Lainnya,2025,10,2025-10-01
Total,Oktober,1348993.0,Grand Total,2025,10,2025-10-01
A. Pintu Udara,November,805662.0,Sub-Total,2025,11,2025-11-01
Ngurah Rai,November,476507.0,Pintu Masuk,2025,11,2025-11-01
Soekarno-Hatta,November,240330.0,Pintu Masuk,2025,11,2025-11-01
Juanda,November,21629.0,Pintu Masuk,2025,11,2025-11-01
Kualanamu,November,20826.0,Pintu Masuk,2025,11,2025-11-01
Husein Sastranegara,November,0.0,Pintu Masuk,2025,11,2025-11-01
Adi Sucipto,November,8005.0,Pintu Masuk,2025,11,2025-11-01
Bandara Int. Lombok,November,6689.0,Pintu Masuk,2025,11,2025-11-01
Sam Ratulangi,November,7401.0,Pintu Masuk,2025,11,2025-11-01
Minangkabau,November,6611.0,Pintu Masuk,2025,11,2025-11-01
Sultan Syarif Kasim II,November,3210.0,Pintu Masuk,2025,11,2025-11-01
Sultan Iskandar Muda,November,3627.0,Pintu Masuk,2025,11,2025-11-01
Ahmad Yani,November,1365.0,Pintu Masuk,2025,11,2025-11-01
Supadio,November,1693.0,Pintu Masuk,2025,11,2025-11-01
Hasanuddin,November,1306.0,Pintu Masuk,2025,11,2025-11-01
Sultan Badaruddin II,November,1110.0,Pintu Masuk,2025,11,2025-11-01
Pintu Udara Lainnya,November,5353.0,Pintu Masuk Lainnya,2025,11,2025-11-01
B. Pintu Laut,November,250166.0,Sub-Total,2025,11,2025-11-01
Batam,November,125503.0,Pintu Masuk,2025,11,2025-11-01
Tanjung Uban,November,16867.0,Pintu Masuk,2025,11,2025-11-01
Tanjung Pinang,November,4880.0,Pintu Masuk,2025,11,2025-11-01
Tanjung Balai Karimun,November,7938.0,Pintu Masuk,2025,11,2025-11-01
Tanjung Benoa,November,6857.0,Pintu Masuk,2025,11,2025-11-01
Tanjung Mas,November,1722.0,Pintu Masuk,2025,11,2025-11-01
Pintu Laut Lainnya,November,86399.0,Pintu Masuk Lainnya,2025,11,2025-11-01
C. Pintu Darat,November,143179.0,Sub-Total,2025,11,2025-11-01
Jayapura,November,11230.0,Pintu Masuk,2025,11,2025-11-01
Atambua,November,20476.0,Pintu Masuk,2025,11,2025-11-01
Entikong,November,2880.0,Pintu Masuk,2025,11,2025-11-01
Aruk,November,2391.0,Pintu Masuk,2025,11,2025-11-01
Nanga Badau,November,816.0,Pintu Masuk,2025,11,2025-11-01
Pintu Darat Lainnya,November,105386.0,Pintu Masuk Lainnya,2025,11,2025-11-01
Jumlah (A+B+C),November,1199007.0,Grand Total,2025,11,2025-11-01
Lainnya,November,0.0,Pintu Masuk Lainnya,2025,11,2025-11-01
Total,November,1199007.0,Grand Total,2025,11,2025-11-01
A. Pintu Udara,Desember,888664.0,Sub-Total,2025,12,2025-12-01
Ngurah Rai,Desember,558790.0,Pintu Masuk,2025,12,2025-12-01
Soekarno-Hatta,Desember,230381.0,Pintu Masuk,2025,12,2025-12-01
Juanda,Desember,25019.0,Pintu Masuk,2025,12,2025-12-01
Kualanamu,Desember,23425.0,Pintu Masuk,2025,12,2025-12-01
Husein Sastranegara,Desember,0.0,Pintu Masuk,2025,12,2025-12-01
Adi Sucipto,Desember,8017.0,Pintu Masuk,2025,12,2025-12-01
Bandara Int. Lombok,Desember,7714.0,Pintu Masuk,2025,12,2025-12-01
Sam Ratulangi,Desember,7020.0,Pintu Masuk,2025,12,2025-12-01
Minangkabau,Desember,7081.0,Pintu Masuk,2025,12,2025-12-01
Sultan Syarif Kasim II,Desember,3775.0,Pintu Masuk,2025,12,2025-12-01
Sultan Iskandar Muda,Desember,4217.0,Pintu Masuk,2025,12,2025-12-01
Ahmad Yani,Desember,1627.0,Pintu Masuk,2025,12,2025-12-01
Supadio,Desember,2371.0,Pintu Masuk,2025,12,2025-12-01
Hasanuddin,Desember,2321.0,Pintu Masuk,2025,12,2025-12-01
Sultan Badaruddin II,Desember,837.0,Pintu Masuk,2025,12,2025-12-01
Pintu Udara Lainnya,Desember,6069.0,Pintu Masuk Lainnya,2025,12,2025-12-01
B. Pintu Laut,Desember,353577.0,Sub-Total,2025,12,2025-12-01
Batam,Desember,193464.0,Pintu Masuk,2025,12,2025-12-01
Tanjung Uban,Desember,35187.0,Pintu Masuk,2025,12,2025-12-01
Tanjung Pinang,Desember,6076.0,Pintu Masuk,2025,12,2025-12-01
Tanjung Balai Karimun,Desember,10212.0,Pintu Masuk,2025,12,2025-12-01
Tanjung Benoa,Desember,6844.0,Pintu Masuk,2025,12,2025-12-01
Tanjung Mas,Desember,0.0,Pintu Masuk,2025,12,2025-12-01
Pintu Laut Lainnya,Desember,101794.0,Pintu Masuk Lainnya,2025,12,2025-12-01
C. Pintu Darat,Desember,163619.0,Sub-Total,2025,12,2025-12-01
Jayapura,Desember,17405.0,Pintu Masuk,2025,12,2025-12-01
Atambua,Desember,29738.0,Pintu Masuk,2025,12,2025-12-01
Entikong,Desember,5269.0,Pintu Masuk,2025,12,2025-12-01
Aruk,Desember,4038.0,Pintu Masuk,2025,12,2025-12-01
Nanga Badau,Desember,1782.0,Pintu Masuk,2025,12,2025-12-01
Pintu Darat Lainnya,Desember,105387.0,Pintu Masuk Lainnya,2025,12,2025-12-01
Jumlah (A+B+C),Desember,1405860.0,Grand Total,2025,12,2025-12-01
Lainnya,Desember,0.0,Pintu Masuk Lainnya,2025,12,2025-12-01
Total,Desember,1405860.0,Grand Total,2025,12,2025-12-01
A. Pintu Udara,Januari,800527.0,Sub-Total,2026,1,2026-01-01
Ngurah Rai,Januari,500121.0,Pintu Masuk,2026,1,2026-01-01
Soekarno-Hatta,Januari,212826.0,Pintu Masuk,2026,1,2026-01-01
Juanda,Januari,20548.0,Pintu Masuk,2026,1,2026-01-01
Kualanamu,Januari,22421.0,Pintu Masuk,2026,1,2026-01-01
Husein Sastranegara,Januari,0.0,Pintu Masuk,2026,1,2026-01-01
Adi Sucipto,Januari,6791.0,Pintu Masuk,2026,1,2026-01-01
Bandara Int. Lombok,Januari,6305.0,Pintu Masuk,2026,1,2026-01-01
Sam Ratulangi,Januari,7549.0,Pintu Masuk,2026,1,2026-01-01
Minangkabau,Januari,6106.0,Pintu Masuk,2026,1,2026-01-01
Sultan Syarif Kasim II,Januari,2744.0,Pintu Masuk,2026,1,2026-01-01
Sultan Iskandar Muda,Januari,3886.0,Pintu Masuk,2026,1,2026-01-01
Ahmad Yani,Januari,2000.0,Pintu Masuk,2026,1,2026-01-01
Supadio,Januari,2002.0,Pintu Masuk,2026,1,2026-01-01
Hasanuddin,Januari,1515.0,Pintu Masuk,2026,1,2026-01-01
Sultan Badaruddin II,Januari,766.0,Pintu Masuk,2026,1,2026-01-01
Pintu Udara Lainnya,Januari,4947.0,Pintu Masuk Lainnya,2026,1,2026-01-01
B. Pintu Laut,Januari,251963.0,Sub-Total,2026,1,2026-01-01
Batam,Januari,124205.0,Pintu Masuk,2026,1,2026-01-01
Tanjung Uban,Januari,18660.0,Pintu Masuk,2026,1,2026-01-01
Tanjung Pinang,Januari,4030.0,Pintu Masuk,2026,1,2026-01-01
Tanjung Balai Karimun,Januari,9023.0,Pintu Masuk,2026,1,2026-01-01
Tanjung Benoa,Januari,17.0,Pintu Masuk,2026,1,2026-01-01
Tanjung Mas,Januari,1056.0,Pintu Masuk,2026,1,2026-01-01
Pintu Laut Lainnya,Januari,94972.0,Pintu Masuk Lainnya,2026,1,2026-01-01
C. Pintu Darat,Januari,135930.0,Sub-Total,2026,1,2026-01-01
Jayapura,Januari,14993.0,Pintu Masuk,2026,1,2026-01-01
Atambua,Januari,18959.0,Pintu Masuk,2026,1,2026-01-01
Entikong,Januari,2740.0,Pintu Masuk,2026,1,2026-01-01
Aruk,Januari,2729.0,Pintu Masuk,2026,1,2026-01-01
Nanga Badau,Januari,937.0,Pintu Masuk,2026,1,2026-01-01
Pintu Darat Lainnya,Januari,95572.0,Pintu Masuk Lainnya,2026,1,2026-01-01
Jumlah (A+B+C),Januari,1188420.0,Grand Total,2026,1,2026-01-01
Lainnya,Januari,0.0,Pintu Masuk Lainnya,2026,1,2026-01-01
Total,Januari,1188420.0,Grand Total,2026,1,2026-01-01
A. Pintu Udara,Februari,782600.0,Sub-Total,2026,2,2026-02-01
Ngurah Rai,Februari,486053.0,Pintu Masuk,2026,2,2026-02-01
Soekarno-Hatta,Februari,205165.0,Pintu Masuk,2026,2,2026-02-01
Juanda,Februari,23775.0,Pintu Masuk,2026,2,2026-02-01
Kualanamu,Februari,24710.0,Pintu Masuk,2026,2,2026-02-01
Husein Sastranegara,Februari,0.0,Pintu Masuk,2026,2,2026-02-01
Adi Sucipto,Februari,7384.0,Pintu Masuk,2026,2,2026-02-01
Bandara Int. Lombok,Februari,5154.0,Pintu Masuk,2026,2,2026-02-01
Sam Ratulangi,Februari,9190.0,Pintu Masuk,2026,2,2026-02-01
Minangkabau,Februari,4571.0,Pintu Masuk,2026,2,2026-02-01
Sultan Syarif Kasim II,Februari,2834.0,Pintu Masuk,2026,2,2026-02-01
Sultan Iskandar Muda,Februari,2689.0,Pintu Masuk,2026,2,2026-02-01
Ahmad Yani,Februari,1821.0,Pintu Masuk,2026,2,2026-02-01
Supadio,Februari,2540.0,Pintu Masuk,2026,2,2026-02-01
Hasanuddin,Februari,1410.0,Pintu Masuk,2026,2,2026-02-01
Sultan Badaruddin II,Februari,653.0,Pintu Masuk,2026,2,2026-02-01
Pintu Udara Lainnya,Februari,4651.0,Pintu Masuk Lainnya,2026,2,2026-02-01
B. Pintu Laut,Februari,264281.0,Sub-Total,2026,2,2026-02-01
Batam,Februari,129627.0,Pintu Masuk,2026,2,2026-02-01
Tanjung Uban,Februari,22235.0,Pintu Masuk,2026,2,2026-02-01
Tanjung Pinang,Februari,5407.0,Pintu Masuk,2026,2,2026-02-01
Tanjung Balai Karimun,Februari,10197.0,Pintu Masuk,2026,2,2026-02-01
Tanjung Benoa,Februari,6236.0,Pintu Masuk,2026,2,2026-02-01
Tanjung Mas,Februari,8.0,Pintu Masuk,2026,2,2026-02-01
Pintu Laut Lainnya,Februari,90571.0,Pintu Masuk Lainnya,2026,2,2026-02-01
C. Pintu Darat,Februari,112809.0,Sub-Total,2026,2,2026-02-01
Jayapura,Februari,11971.0,Pintu Masuk,2026,2,2026-02-01
Atambua,Februari,15175.0,Pintu Masuk,2026,2,2026-02-01
Entikong,Februari,3045.0,Pintu Masuk,2026,2,2026-02-01
Aruk,Februari,3516.0,Pintu Masuk,2026,2,2026-02-01
Nanga Badau,Februari,945.0,Pintu Masuk,2026,2,2026-02-01
Pintu Darat Lainnya,Februari,78157.0,Pintu Masuk Lainnya,2026,2,2026-02-01
Jumlah (A+B+C),Februari,1159690.0,Grand Total,2026,2,2026-02-01
Lainnya,Februari,0.0,Pintu Masuk Lainnya,2026,2,2026-02-01
Total,Februari,1159690.0,Grand Total,2026,2,2026-02-01
A. Pintu Udara,Maret,716819.0,Sub-Total,2026,3,2026-03-01
Ngurah Rai,Maret,465260.0,Pintu Masuk,2026,3,2026-03-01
Soekarno-Hatta,Maret,157262.0,Pintu Masuk,2026,3,2026-03-01
Juanda,Maret,21068.0,Pintu Masuk,2026,3,2026-03-01
Kualanamu,Maret,24087.0,Pintu Masuk,2026,3,2026-03-01
Husein Sastranegara,Maret,0.0,Pintu Masuk,2026,3,2026-03-01
Adi Sucipto,Maret,6530.0,Pintu Masuk,2026,3,2026-03-01
Bandara Int. Lombok,Maret,6428.0,Pintu Masuk,2026,3,2026-03-01
Sam Ratulangi,Maret,9251.0,Pintu Masuk,2026,3,2026-03-01
Minangkabau,Maret,5968.0,Pintu Masuk,2026,3,2026-03-01
Sultan Syarif Kasim II,Maret,4052.0,Pintu Masuk,2026,3,2026-03-01
Sultan Iskandar Muda,Maret,2665.0,Pintu Masuk,2026,3,2026-03-01
Ahmad Yani,Maret,2129.0,Pintu Masuk,2026,3,2026-03-01
Supadio,Maret,2246.0,Pintu Masuk,2026,3,2026-03-01
Hasanuddin,Maret,2344.0,Pintu Masuk,2026,3,2026-03-01
Sultan Badaruddin II,Maret,1352.0,Pintu Masuk,2026,3,2026-03-01
Pintu Udara Lainnya,Maret,6177.0,Pintu Masuk Lainnya,2026,3,2026-03-01
B. Pintu Laut,Maret,253126.0,Sub-Total,2026,3,2026-03-01
Batam,Maret,112290.0,Pintu Masuk,2026,3,2026-03-01
Tanjung Uban,Maret,21678.0,Pintu Masuk,2026,3,2026-03-01
Tanjung Pinang,Maret,5622.0,Pintu Masuk,2026,3,2026-03-01
Tanjung Balai Karimun,Maret,9587.0,Pintu Masuk,2026,3,2026-03-01
Tanjung Benoa,Maret,6810.0,Pintu Masuk,2026,3,2026-03-01
Tanjung Mas,Maret,0.0,Pintu Masuk,2026,3,2026-03-01
Pintu Laut Lainnya,Maret,97139.0,Pintu Masuk Lainnya,2026,3,2026-03-01
C. Pintu Darat,Maret,118221.0,Sub-Total,2026,3,2026-03-01
Jayapura,Maret,10808.0,Pintu Masuk,2026,3,2026-03-01
Atambua,Maret,16967.0,Pintu Masuk,2026,3,2026-03-01
Entikong,Maret,3987.0,Pintu Masuk,2026,3,2026-03-01
Aruk,Maret,6297.0,Pintu Masuk,2026,3,2026-03-01
Nanga Badau,Maret,1051.0,Pintu Masuk,2026,3,2026-03-01
Pintu Darat Lainnya,Maret,79111.0,Pintu Masuk Lainnya,2026,3,2026-03-01
Jumlah (A+B+C),Maret,1088166.0,Grand Total,2026,3,2026-03-01
Lainnya,Maret,0.0,Pintu Masuk Lainnya,2026,3,2026-03-01
Total,Maret,1088166.0,Grand Total,2026,3,2026-03-01
A. Pintu Udara,April,889460.0,Sub-Total,2026,4,2026-04-01
Ngurah Rai,April,552961.0,Pintu Masuk,2026,4,2026-04-01
Soekarno-Hatta,April,227830.0,Pintu Masuk,2026,4,2026-04-01
Juanda,April,31339.0,Pintu Masuk,2026,4,2026-04-01
Kualanamu,April,24640.0,Pintu Masuk,2026,4,2026-04-01
Husein Sastranegara,April,0.0,Pintu Masuk,2026,4,2026-04-01
Adi Sucipto,April,8689.0,Pintu Masuk,2026,4,2026-04-01
Bandara Int. Lombok,April,8686.0,Pintu Masuk,2026,4,2026-04-01
Sam Ratulangi,April,9004.0,Pintu Masuk,2026,4,2026-04-01
Minangkabau,April,5730.0,Pintu Masuk,2026,4,2026-04-01
Sultan Syarif Kasim II,April,2868.0,Pintu Masuk,2026,4,2026-04-01
Sultan Iskandar Muda,April,2727.0,Pintu Masuk,2026,4,2026-04-01
Ahmad Yani,April,2616.0,Pintu Masuk,2026,4,2026-04-01
Supadio,April,1666.0,Pintu Masuk,2026,4,2026-04-01
Hasanuddin,April,1922.0,Pintu Masuk,2026,4,2026-04-01
Sultan Badaruddin II,April,935.0,Pintu Masuk,2026,4,2026-04-01
Pintu Udara Lainnya,April,7847.0,Pintu Masuk Lainnya,2026,4,2026-04-01
B. Pintu Laut,April,238724.0,Sub-Total,2026,4,2026-04-01
Batam,April,110535.0,Pintu Masuk,2026,4,2026-04-01
Tanjung Uban,April,21430.0,Pintu Masuk,2026,4,2026-04-01
Tanjung Pinang,April,5040.0,Pintu Masuk,2026,4,2026-04-01
Tanjung Balai Karimun,April,6771.0,Pintu Masuk,2026,4,2026-04-01
Tanjung Benoa,April,367.0,Pintu Masuk,2026,4,2026-04-01
Tanjung Mas,April,0.0,Pintu Masuk,2026,4,2026-04-01
Pintu Laut Lainnya,April,94581.0,Pintu Masuk Lainnya,2026,4,2026-04-01
C. Pintu Darat,April,120467.0,Sub-Total,2026,4,2026-04-01
Jayapura,April,10844.0,Pintu Masuk,2026,4,2026-04-01
Atambua,April,19909.0,Pintu Masuk,2026,4,2026-04-01
Entikong,April,2621.0,Pintu Masuk,2026,4,2026-04-01
Aruk,April,2458.0,Pintu Masuk,2026,4,2026-04-01
Nanga Badau,April,827.0,Pintu Masuk,2026,4,2026-04-01
Pintu Darat Lainnya,April,83808.0,Pintu Masuk Lainnya,2026,4,2026-04-01
Jumlah (A+B+C),April,1248651.0,Grand Total,2026,4,2026-04-01
Lainnya,April,0.0,Pintu Masuk Lainnya,2026,4,2026-04-01
Total,April,1248651.0,Grand Total,2026,4,2026-04-01
A. Pintu Udara,Mei,932847.0,Sub-Total,2026,5,2026-05-01
Ngurah Rai,Mei,578203.0,Pintu Masuk,2026,5,2026-05-01
Soekarno-Hatta,Mei,235207.0,Pintu Masuk,2026,5,2026-05-01
Juanda,Mei,31466.0,Pintu Masuk,2026,5,2026-05-01
Kualanamu,Mei,27844.0,Pintu Masuk,2026,5,2026-05-01
Husein Sastranegara,Mei,0.0,Pintu Masuk,2026,5,2026-05-01
Adi Sucipto,Mei,11692.0,Pintu Masuk,2026,5,2026-05-01
Bandara Int. Lombok,Mei,7987.0,Pintu Masuk,2026,5,2026-05-01
Sam Ratulangi,Mei,8952.0,Pintu Masuk,2026,5,2026-05-01
Minangkabau,Mei,7717.0,Pintu Masuk,2026,5,2026-05-01
Sultan Syarif Kasim II,Mei,4028.0,Pintu Masuk,2026,5,2026-05-01
Sultan Iskandar Muda,Mei,3135.0,Pintu Masuk,2026,5,2026-05-01
Ahmad Yani,Mei,2547.0,Pintu Masuk,2026,5,2026-05-01
Supadio,Mei,2021.0,Pintu Masuk,2026,5,2026-05-01
Hasanuddin,Mei,2063.0,Pintu Masuk,2026,5,2026-05-01
Sultan Badaruddin II,Mei,987.0,Pintu Masuk,2026,5,2026-05-01
Pintu Udara Lainnya,Mei,8998.0,Pintu Masuk Lainnya,2026,5,2026-05-01
B. Pintu Laut,Mei,310033.0,Sub-Total,2026,5,2026-05-01
Batam,Mei,165444.0,Pintu Masuk,2026,5,2026-05-01
Tanjung Uban,Mei,25087.0,Pintu Masuk,2026,5,2026-05-01
Tanjung Pinang,Mei,6506.0,Pintu Masuk,2026,5,2026-05-01
Tanjung Balai Karimun,Mei,9619.0,Pintu Masuk,2026,5,2026-05-01
Tanjung Benoa,Mei,48.0,Pintu Masuk,2026,5,2026-05-01
Tanjung Mas,Mei,0.0,Pintu Masuk,2026,5,2026-05-01
Pintu Laut Lainnya,Mei,103329.0,Pintu Masuk Lainnya,2026,5,2026-05-01
C. Pintu Darat,Mei,139207.0,Sub-Total,2026,5,2026-05-01
Jayapura,Mei,10767.0,Pintu Masuk,2026,5,2026-05-01
Atambua,Mei,21423.0,Pintu Masuk,2026,5,2026-05-01
Entikong,Mei,5782.0,Pintu Masuk,2026,5,2026-05-01
Aruk,Mei,4858.0,Pintu Masuk,2026,5,2026-05-01
Nanga Badau,Mei,1838.0,Pintu Masuk,2026,5,2026-05-01
Pintu Darat Lainnya,Mei,94539.0,Pintu Masuk Lainnya,2026,5,2026-05-01
Jumlah (A+B+C),Mei,1382087.0,Grand Total,2026,5,2026-05-01
Lainnya,Mei,0.0,Pintu Masuk Lainnya,2026,5,2026-05-01
Total,Mei,1382087.0,Grand Total,2026,5,2026-05-01
A. Pintu Udara,Juni,954625.0,Sub-Total,2026,6,2026-06-01
Ngurah Rai,Juni,604962.0,Pintu Masuk,2026,6,2026-06-01
Soekarno-Hatta,Juni,240681.0,Pintu Masuk,2026,6,2026-06-01
Juanda,Juni,33049.0,Pintu Masuk,2026,6,2026-06-01
Kualanamu,Juni,22882.0,Pintu Masuk,2026,6,2026-06-01
Husein Sastranegara,Juni,0.0,Pintu Masuk,2026,6,2026-06-01
Adi Sucipto,Juni,10887.0,Pintu Masuk,2026,6,2026-06-01
Bandara Int. Lombok,Juni,6980.0,Pintu Masuk,2026,6,2026-06-01
Sam Ratulangi,Juni,8023.0,Pintu Masuk,2026,6,2026-06-01
Minangkabau,Juni,7078.0,Pintu Masuk,2026,6,2026-06-01
Sultan Syarif Kasim II,Juni,2803.0,Pintu Masuk,2026,6,2026-06-01
Sultan Iskandar Muda,Juni,2544.0,Pintu Masuk,2026,6,2026-06-01
Ahmad Yani,Juni,2325.0,Pintu Masuk,2026,6,2026-06-01
Supadio,Juni,1737.0,Pintu Masuk,2026,6,2026-06-01
Hasanuddin,Juni,1363.0,Pintu Masuk,2026,6,2026-06-01
Sultan Badaruddin II,Juni,849.0,Pintu Masuk,2026,6,2026-06-01
Pintu Udara Lainnya,Juni,8462.0,Pintu Masuk Lainnya,2026,6,2026-06-01
B. Pintu Laut,Juni,293872.0,Sub-Total,2026,6,2026-06-01
Batam,Juni,156984.0,Pintu Masuk,2026,6,2026-06-01
Tanjung Uban,Juni,28365.0,Pintu Masuk,2026,6,2026-06-01
Tanjung Pinang,Juni,5093.0,Pintu Masuk,2026,6,2026-06-01
Tanjung Balai Karimun,Juni,9304.0,Pintu Masuk,2026,6,2026-06-01
Tanjung Benoa,Juni,51.0,Pintu Masuk,2026,6,2026-06-01
Tanjung Mas,Juni,0.0,Pintu Masuk,2026,6,2026-06-01
Pintu Laut Lainnya,Juni,94075.0,Pintu Masuk Lainnya,2026,6,2026-06-01
C. Pintu Darat,Juni,138078.0,Sub-Total,2026,6,2026-06-01
Jayapura,Juni,13608.0,Pintu Masuk,2026,6,2026-06-01
Atambua,Juni,26135.0,Pintu Masuk,2026,6,2026-06-01
Entikong,Juni,3732.0,Pintu Masuk,2026,6,2026-06-01
Aruk,Juni,3653.0,Pintu Masuk,2026,6,2026-06-01
Nanga Badau,Juni,1164.0,Pintu Masuk,2026,6,2026-06-01
Pintu Darat Lainnya,Juni,89786.0,Pintu Masuk Lainnya,2026,6,2026-06-01
Jumlah (A+B+C),Juni,1386575.0,Grand Total,2026,6,2026-06-01
Lainnya,Juni,0.0,Pintu Masuk Lainnya,2026,6,2026-06-01
Total,Juni,1386575.0,Grand Total,2026,6,2026-06-01
A. Pintu Udara,Juli,1131626.0,Sub-Total,2026,7,2026-07-01
Ngurah Rai,Juli,697800.0,Pintu Masuk,2026,7,2026-07-01
Soekarno-Hatta,Juli,307051.0,Pintu Masuk,2026,7,2026-07-01
Juanda,Juli,34464.0,Pintu Masuk,2026,7,2026-07-01
Kualanamu,Juli,28104.0,Pintu Masuk,2026,7,2026-07-01
Husein Sastranegara,Juli,0.0,Pintu Masuk,2026,7,2026-07-01
Adi Sucipto,Juli,12380.0,Pintu Masuk,2026,7,2026-07-01
Bandara Int. Lombok,Juli,9039.0,Pintu Masuk,2026,7,2026-07-01
Sam Ratulangi,Juli,10242.0,Pintu Masuk,2026,7,2026-07-01
Minangkabau,Juli,6377.0,Pintu Masuk,2026,7,2026-07-01
Sultan Syarif Kasim II,Juli,2626.0,Pintu Masuk,2026,7,2026-07-01
Sultan Iskandar Muda,Juli,2834.0,Pintu Masuk,2026,7,2026-07-01
Ahmad Yani,Juli,2820.0,Pintu Masuk,2026,7,2026-07-01
Supadio,Juli,2746.0,Pintu Masuk,2026,7,2026-07-01
Hasanuddin,Juli,2415.0,Pintu Masuk,2026,7,2026-07-01
Sultan Badaruddin II,Juli,942.0,Pintu Masuk,2026,7,2026-07-01
Pintu Udara Lainnya,Juli,11786.0,Pintu Masuk Lainnya,2026,7,2026-07-01
B. Pintu Laut,Juli,253712.0,Sub-Total,2026,7,2026-07-01
Batam,Juli,138360.0,Pintu Masuk,2026,7,2026-07-01
Tanjung Uban,Juli,26098.0,Pintu Masuk,2026,7,2026-07-01
Tanjung Pinang,Juli,3591.0,Pintu Masuk,2026,7,2026-07-01
Tanjung Balai Karimun,Juli,7380.0,Pintu Masuk,2026,7,2026-07-01
Tanjung Benoa,Juli,9.0,Pintu Masuk,2026,7,2026-07-01
Tanjung Mas,Juli,0.0,Pintu Masuk,2026,7,2026-07-01
Pintu Laut Lainnya,Juli,78274.0,Pintu Masuk Lainnya,2026,7,2026-07-01
C. Pintu Darat,Juli,139699.0,Sub-Total,2026,7,2026-07-01
Jayapura,Juli,16024.0,Pintu Masuk,2026,7,2026-07-01
Atambua,Juli,24168.0,Pintu Masuk,2026,7,2026-07-01
Entikong,Juli,3801.0,Pintu Masuk,2026,7,2026-07-01
Aruk,Juli,3113.0,Pintu Masuk,2026,7,2026-07-01
Nanga Badau,Juli,884.0,Pintu Masuk,2026,7,2026-07-01
Pintu Darat Lainnya,Juli,91709.0,Pintu Masuk Lainnya,2026,7,2026-07-01
Jumlah (A+B+C),Juli,1525037.0,Grand Total,2026,7,2026-07-01
Lainnya,Juli,0.0,Pintu Masuk Lainnya,2026,7,2026-07-01
Total,Juli,1525037.0,Grand Total,2026,7,2026-07-01
A. Pintu Udara,Agustus,,Sub-Total,2026,8,2026-08-01
Ngurah Rai,Agustus,,Pintu Masuk,2026,8,2026-08-01
Soekarno-Hatta,Agustus,,Pintu Masuk,2026,8,2026-08-01
Juanda,Agustus,,Pintu Masuk,2026,8,2026-08-01
Kualanamu,Agustus,,Pintu Masuk,2026,8,2026-08-01
Husein Sastranegara,Agustus,,Pintu Masuk,2026,8,2026-08-01
Adi Sucipto,Agustus,,Pintu Masuk,2026,8,2026-08-01
