Pintu Masuk,Bulan,Jumlah,Jenis Data,Tahun,Bulan_Num,Tanggal
Jayapura,Juli,0.0,Pintu Masuk,2021,7,2021-07-01
Atambua,Juli,12.0,Pintu Masuk,2021,7,2021-07-01
Entikong,Juli,1.0,Pintu Masuk,2021,7,2021-07-01
Aruk,Juli,1.0,Pintu Masuk,2021,7,2021-07-01
Nanga Badau,Juli,0.0,Pintu Masuk,2021,7,2021-07-01
Pintu Darat Lainnya,Juli,84549.0,Pintu Masuk Lainnya,2021,7,2021-07-01
Jumlah (A+B+C),Juli,127249.0,Grand Total,2021,7,2021-07-01
Lainnya,Juli,,Pintu Masuk Lainnya,2021,7,2021-07-01
Total,Juli,127249.0,Grand Total,2021,7,2021-07-01
A. Pintu Udara,Agustus,1609.0,Sub-Total,2021,8,2021-08-01
Ngurah Rai,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Soekarno-Hatta,Agustus,1071.0,Pintu Masuk,2021,8,2021-08-01
Juanda,Agustus,10.0,Pintu Masuk,2021,8,2021-08-01
Kualanamu,Agustus,4.0,Pintu Masuk,2021,8,2021-08-01
Husein Sastranegara,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Adi Sucipto,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Bandara Int. Lombok,Agustus,26.0,Pintu Masuk,2021,8,2021-08-01
Sam Ratulangi,Agustus,5.0,Pintu Masuk,2021,8,2021-08-01
Minangkabau,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Sultan Syarif Kasim II,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Sultan Iskandar Muda,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Ahmad Yani,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Supadio,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Hasanuddin,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Sultan Badaruddin II,Agustus,477.0,Pintu Masuk,2021,8,2021-08-01
Pintu Udara Lainnya,Agustus,16.0,Pintu Masuk Lainnya,2021,8,2021-08-01
B. Pintu Laut,Agustus,33497.0,Sub-Total,2021,8,2021-08-01
Batam,Agustus,149.0,Pintu Masuk,2021,8,2021-08-01
Tanjung Uban,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Tanjung Pinang,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Tanjung Balai Karimun,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Tanjung Benoa,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Tanjung Mas,Agustus,,Pintu Masuk,2021,8,2021-08-01
Pintu Laut Lainnya,Agustus,33348.0,Pintu Masuk Lainnya,2021,8,2021-08-01
C. Pintu Darat,Agustus,83427.0,Sub-Total,2021,8,2021-08-01
Jayapura,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Atambua,Agustus,12.0,Pintu Masuk,2021,8,2021-08-01
Entikong,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Aruk,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Nanga Badau,Agustus,0.0,Pintu Masuk,2021,8,2021-08-01
Pintu Darat Lainnya,Agustus,83415.0,Pintu Masuk Lainnya,2021,8,2021-08-01
Jumlah (A+B+C),Agustus,118533.0,Grand Total,2021,8,2021-08-01
Lainnya,Agustus,,Pintu Masuk Lainnya,2021,8,2021-08-01
Total,Agustus,118533.0,Grand Total,2021,8,2021-08-01
A. Pintu Udara,September,4748.0,Sub-Total,2021,9,2021-09-01
Ngurah Rai,September,0.0,Pintu Masuk,2021,9,2021-09-01
Soekarno-Hatta,September,4081.0,Pintu Masuk,2021,9,2021-09-01
Juanda,September,2.0,Pintu Masuk,2021,9,2021-09-01
Kualanamu,September,3.0,Pintu Masuk,2021,9,2021-09-01
Husein Sastranegara,September,0.0,Pintu Masuk,2021,9,2021-09-01
Adi Sucipto,September,0.0,Pintu Masuk,2021,9,2021-09-01
Bandara Int. Lombok,September,0.0,Pintu Masuk,2021,9,2021-09-01
Sam Ratulangi,September,593.0,Pintu Masuk,2021,9,2021-09-01
Minangkabau,September,0.0,Pintu Masuk,2021,9,2021-09-01
Sultan Syarif Kasim II,September,0.0,Pintu Masuk,2021,9,2021-09-01
Sultan Iskandar Muda,September,0.0,Pintu Masuk,2021,9,2021-09-01
Ahmad Yani,September,0.0,Pintu Masuk,2021,9,2021-09-01
Supadio,September,0.0,Pintu Masuk,2021,9,2021-09-01
Hasanuddin,September,0.0,Pintu Masuk,2021,9,2021-09-01
Sultan Badaruddin II,September,0.0,Pintu Masuk,2021,9,2021-09-01
Pintu Udara Lainnya,September,69.0,Pintu Masuk Lainnya,2021,9,2021-09-01
B. Pintu Laut,September,33397.0,Sub-Total,2021,9,2021-09-01
Batam,September,129.0,Pintu Masuk,2021,9,2021-09-01
Tanjung Uban,September,0.0,Pintu Masuk,2021,9,2021-09-01
Tanjung Pinang,September,0.0,Pintu Masuk,2021,9,2021-09-01
Tanjung Balai Karimun,September,0.0,Pintu Masuk,2021,9,2021-09-01
Tanjung Benoa,September,0.0,Pintu Masuk,2021,9,2021-09-01
Tanjung Mas,September,,Pintu Masuk,2021,9,2021-09-01
Pintu Laut Lainnya,September,33268.0,Pintu Masuk Lainnya,2021,9,2021-09-01
C. Pintu Darat,September,81955.0,Sub-Total,2021,9,2021-09-01
Jayapura,September,3.0,Pintu Masuk,2021,9,2021-09-01
Atambua,September,73.0,Pintu Masuk,2021,9,2021-09-01
Entikong,September,0.0,Pintu Masuk,2021,9,2021-09-01
Aruk,September,0.0,Pintu Masuk,2021,9,2021-09-01
Nanga Badau,September,0.0,Pintu Masuk,2021,9,2021-09-01
Pintu Darat Lainnya,September,81879.0,Pintu Masuk Lainnya,2021,9,2021-09-01
Jumlah (A+B+C),September,120100.0,Grand Total,2021,9,2021-09-01
Lainnya,September,,Pintu Masuk Lainnya,2021,9,2021-09-01
Total,September,120100.0,Grand Total,2021,9,2021-09-01
A. Pintu Udara,Oktober,15722.0,Sub-Total,2021,10,2021-10-01
Ngurah Rai,Oktober,2.0,Pintu Masuk,2021,10,2021-10-01
Soekarno-Hatta,Oktober,13700.0,Pintu Masuk,2021,10,2021-10-01
Juanda,Oktober,37.0,Pintu Masuk,2021,10,2021-10-01
Kualanamu,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Husein Sastranegara,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Adi Sucipto,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Bandara Int. Lombok,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Sam Ratulangi,Oktober,1952.0,Pintu Masuk,2021,10,2021-10-01
Minangkabau,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Sultan Syarif Kasim II,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Sultan Iskandar Muda,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Ahmad Yani,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Supadio,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Hasanuddin,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Sultan Badaruddin II,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Pintu Udara Lainnya,Oktober,31.0,Pintu Masuk Lainnya,2021,10,2021-10-01
B. Pintu Laut,Oktober,38245.0,Sub-Total,2021,10,2021-10-01
Batam,Oktober,158.0,Pintu Masuk,2021,10,2021-10-01
Tanjung Uban,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Tanjung Pinang,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Tanjung Balai Karimun,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Tanjung Benoa,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Tanjung Mas,Oktober,,Pintu Masuk,2021,10,2021-10-01
Pintu Laut Lainnya,Oktober,38087.0,Pintu Masuk Lainnya,2021,10,2021-10-01
C. Pintu Darat,Oktober,92170.0,Sub-Total,2021,10,2021-10-01
Jayapura,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Atambua,Oktober,64.0,Pintu Masuk,2021,10,2021-10-01
Entikong,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Aruk,Oktober,1.0,Pintu Masuk,2021,10,2021-10-01
Nanga Badau,Oktober,0.0,Pintu Masuk,2021,10,2021-10-01
Pintu Darat Lainnya,Oktober,92105.0,Pintu Masuk Lainnya,2021,10,2021-10-01
Jumlah (A+B+C),Oktober,146137.0,Grand Total,2021,10,2021-10-01
Lainnya,Oktober,,Pintu Masuk Lainnya,2021,10,2021-10-01
Total,Oktober,146137.0,Grand Total,2021,10,2021-10-01
A. Pintu Udara,November,19909.0,Sub-Total,2021,11,2021-11-01
Ngurah Rai,November,6.0,Pintu Masuk,2021,11,2021-11-01
Soekarno-Hatta,November,18971.0,Pintu Masuk,2021,11,2021-11-01
Juanda,November,0.0,Pintu Masuk,2021,11,2021-11-01
Kualanamu,November,0.0,Pintu Masuk,2021,11,2021-11-01
Husein Sastranegara,November,6.0,Pintu Masuk,2021,11,2021-11-01
Adi Sucipto,November,0.0,Pintu Masuk,2021,11,2021-11-01
Bandara Int. Lombok,November,0.0,Pintu Masuk,2021,11,2021-11-01
Sam Ratulangi,November,851.0,Pintu Masuk,2021,11,2021-11-01
Minangkabau,November,0.0,Pintu Masuk,2021,11,2021-11-01
Sultan Syarif Kasim II,November,0.0,Pintu Masuk,2021,11,2021-11-01
Sultan Iskandar Muda,November,0.0,Pintu Masuk,2021,11,2021-11-01
Ahmad Yani,November,0.0,Pintu Masuk,2021,11,2021-11-01
Supadio,November,0.0,Pintu Masuk,2021,11,2021-11-01
Hasanuddin,November,0.0,Pintu Masuk,2021,11,2021-11-01
Sultan Badaruddin II,November,0.0,Pintu Masuk,2021,11,2021-11-01
Pintu Udara Lainnya,November,75.0,Pintu Masuk Lainnya,2021,11,2021-11-01
B. Pintu Laut,November,32741.0,Sub-Total,2021,11,2021-11-01
Batam,November,234.0,Pintu Masuk,2021,11,2021-11-01
Tanjung Uban,November,51.0,Pintu Masuk,2021,11,2021-11-01
Tanjung Pinang,November,0.0,Pintu Masuk,2021,11,2021-11-01
Tanjung Balai Karimun,November,0.0,Pintu Masuk,2021,11,2021-11-01
Tanjung Benoa,November,0.0,Pintu Masuk,2021,11,2021-11-01
Tanjung Mas,November,,Pintu Masuk,2021,11,2021-11-01
Pintu Laut Lainnya,November,32456.0,Pintu Masuk Lainnya,2021,11,2021-11-01
C. Pintu Darat,November,97927.0,Sub-Total,2021,11,2021-11-01
Jayapura,November,0.0,Pintu Masuk,2021,11,2021-11-01
Atambua,November,142.0,Pintu Masuk,2021,11,2021-11-01
Entikong,November,2.0,Pintu Masuk,2021,11,2021-11-01
Aruk,November,3.0,Pintu Masuk,2021,11,2021-11-01
Nanga Badau,November,0.0,Pintu Masuk,2021,11,2021-11-01
Pintu Darat Lainnya,November,97780.0,Pintu Masuk Lainnya,2021,11,2021-11-01
Jumlah (A+B+C),November,150577.0,Grand Total,2021,11,2021-11-01
Lainnya,November,,Pintu Masuk Lainnya,2021,11,2021-11-01
Total,November,150577.0,Grand Total,2021,11,2021-11-01
A. Pintu Udara,Desember,17786.0,Sub-Total,2021,12,2021-12-01
Ngurah Rai,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Soekarno-Hatta,Desember,16696.0,Pintu Masuk,2021,12,2021-12-01
Juanda,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Kualanamu,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Husein Sastranegara,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Adi Sucipto,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Bandara Int. Lombok,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Sam Ratulangi,Desember,1035.0,Pintu Masuk,2021,12,2021-12-01
Minangkabau,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Sultan Syarif Kasim II,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Sultan Iskandar Muda,Desember,2.0,Pintu Masuk,2021,12,2021-12-01
Ahmad Yani,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Supadio,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Hasanuddin,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Sultan Badaruddin II,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Pintu Udara Lainnya,Desember,53.0,Pintu Masuk Lainnya,2021,12,2021-12-01
B. Pintu Laut,Desember,39230.0,Sub-Total,2021,12,2021-12-01
Batam,Desember,313.0,Pintu Masuk,2021,12,2021-12-01
Tanjung Uban,Desember,77.0,Pintu Masuk,2021,12,2021-12-01
Tanjung Pinang,Desember,154.0,Pintu Masuk,2021,12,2021-12-01
Tanjung Balai Karimun,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Tanjung Benoa,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Tanjung Mas,Desember,,Pintu Masuk,2021,12,2021-12-01
Pintu Laut Lainnya,Desember,38686.0,Pintu Masuk Lainnya,2021,12,2021-12-01
C. Pintu Darat,Desember,106603.0,Sub-Total,2021,12,2021-12-01
Jayapura,Desember,3.0,Pintu Masuk,2021,12,2021-12-01
Atambua,Desember,184.0,Pintu Masuk,2021,12,2021-12-01
Entikong,Desember,10.0,Pintu Masuk,2021,12,2021-12-01
Aruk,Desember,2.0,Pintu Masuk,2021,12,2021-12-01
Nanga Badau,Desember,0.0,Pintu Masuk,2021,12,2021-12-01
Pintu Darat Lainnya,Desember,106404.0,Pintu Masuk Lainnya,2021,12,2021-12-01
Jumlah (A+B+C),Desember,163619.0,Grand Total,2021,12,2021-12-01
Lainnya,Desember,,Pintu Masuk Lainnya,2021,12,2021-12-01
Total,Desember,163619.0,Grand Total,2021,12,2021-12-01
A. Pintu Udara,Januari,14555.0,Sub-Total,2022,1,2022-01-01
Ngurah Rai,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Soekarno-Hatta,Januari,14073.0,Pintu Masuk,2022,1,2022-01-01
Juanda,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Kualanamu,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Husein Sastranegara,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Adi Sucipto,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Bandara Int. Lombok,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Sam Ratulangi,Januari,466.0,Pintu Masuk,2022,1,2022-01-01
Minangkabau,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Sultan Syarif Kasim II,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Sultan Iskandar Muda,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Ahmad Yani,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Supadio,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Hasanuddin,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Sultan Badaruddin II,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Pintu Udara Lainnya,Januari,16.0,Pintu Masuk Lainnya,2022,1,2022-01-01
B. Pintu Laut,Januari,58442.0,Sub-Total,2022,1,2022-01-01
Batam,Januari,240.0,Pintu Masuk,2022,1,2022-01-01
Tanjung Uban,Januari,88.0,Pintu Masuk,2022,1,2022-01-01
Tanjung Pinang,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Tanjung Balai Karimun,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Tanjung Benoa,Januari,3.0,Pintu Masuk,2022,1,2022-01-01
Tanjung Mas,Januari,,Pintu Masuk,2022,1,2022-01-01
Pintu Laut Lainnya,Januari,58111.0,Pintu Masuk Lainnya,2022,1,2022-01-01
C. Pintu Darat,Januari,63301.0,Sub-Total,2022,1,2022-01-01
Jayapura,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Atambua,Januari,234.0,Pintu Masuk,2022,1,2022-01-01
Entikong,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Aruk,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Nanga Badau,Januari,0.0,Pintu Masuk,2022,1,2022-01-01
Pintu Darat Lainnya,Januari,63067.0,Pintu Masuk Lainnya,2022,1,2022-01-01
Jumlah (A+B+C),Januari,136298.0,Grand Total,2022,1,2022-01-01
Lainnya,Januari,,Pintu Masuk Lainnya,2022,1,2022-01-01
Total,Januari,136298.0,Grand Total,2022,1,2022-01-01
A. Pintu Udara,Februari,17834.0,Sub-Total,2022,2,2022-02-01
Ngurah Rai,Februari,1293.0,Pintu Masuk,2022,2,2022-02-01
Soekarno-Hatta,Februari,15406.0,Pintu Masuk,2022,2,2022-02-01
Juanda,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Kualanamu,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Husein Sastranegara,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Adi Sucipto,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Bandara Int. Lombok,Februari,488.0,Pintu Masuk,2022,2,2022-02-01
Sam Ratulangi,Februari,647.0,Pintu Masuk,2022,2,2022-02-01
Minangkabau,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Sultan Syarif Kasim II,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Sultan Iskandar Muda,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Ahmad Yani,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Supadio,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Hasanuddin,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Sultan Badaruddin II,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Pintu Udara Lainnya,Februari,0.0,Pintu Masuk Lainnya,2022,2,2022-02-01
B. Pintu Laut,Februari,51539.0,Sub-Total,2022,2,2022-02-01
Batam,Februari,329.0,Pintu Masuk,2022,2,2022-02-01
Tanjung Uban,Februari,31.0,Pintu Masuk,2022,2,2022-02-01
Tanjung Pinang,Februari,4.0,Pintu Masuk,2022,2,2022-02-01
Tanjung Balai Karimun,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Tanjung Benoa,Februari,17.0,Pintu Masuk,2022,2,2022-02-01
Tanjung Mas,Februari,,Pintu Masuk,2022,2,2022-02-01
Pintu Laut Lainnya,Februari,51158.0,Pintu Masuk Lainnya,2022,2,2022-02-01
C. Pintu Darat,Februari,48136.0,Sub-Total,2022,2,2022-02-01
Jayapura,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Atambua,Februari,226.0,Pintu Masuk,2022,2,2022-02-01
Entikong,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Aruk,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Nanga Badau,Februari,0.0,Pintu Masuk,2022,2,2022-02-01
Pintu Darat Lainnya,Februari,47910.0,Pintu Masuk Lainnya,2022,2,2022-02-01
Jumlah (A+B+C),Februari,117509.0,Grand Total,2022,2,2022-02-01
Lainnya,Februari,,Pintu Masuk Lainnya,2022,2,2022-02-01
Total,Februari,117509.0,Grand Total,2022,2,2022-02-01
A. Pintu Udara,Maret,39062.0,Sub-Total,2022,3,2022-03-01
Ngurah Rai,Maret,14617.0,Pintu Masuk,2022,3,2022-03-01
Soekarno-Hatta,Maret,23320.0,Pintu Masuk,2022,3,2022-03-01
Juanda,Maret,57.0,Pintu Masuk,2022,3,2022-03-01
Kualanamu,Maret,11.0,Pintu Masuk,2022,3,2022-03-01
Husein Sastranegara,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Adi Sucipto,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Bandara Int. Lombok,Maret,12.0,Pintu Masuk,2022,3,2022-03-01
Sam Ratulangi,Maret,1045.0,Pintu Masuk,2022,3,2022-03-01
Minangkabau,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Sultan Syarif Kasim II,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Sultan Iskandar Muda,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Ahmad Yani,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Supadio,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Hasanuddin,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Sultan Badaruddin II,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Pintu Udara Lainnya,Maret,0.0,Pintu Masuk Lainnya,2022,3,2022-03-01
B. Pintu Laut,Maret,60357.0,Sub-Total,2022,3,2022-03-01
Batam,Maret,995.0,Pintu Masuk,2022,3,2022-03-01
Tanjung Uban,Maret,367.0,Pintu Masuk,2022,3,2022-03-01
Tanjung Pinang,Maret,1.0,Pintu Masuk,2022,3,2022-03-01
Tanjung Balai Karimun,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Tanjung Benoa,Maret,3.0,Pintu Masuk,2022,3,2022-03-01
Tanjung Mas,Maret,,Pintu Masuk,2022,3,2022-03-01
Pintu Laut Lainnya,Maret,58991.0,Pintu Masuk Lainnya,2022,3,2022-03-01
C. Pintu Darat,Maret,59210.0,Sub-Total,2022,3,2022-03-01
Jayapura,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Atambua,Maret,317.0,Pintu Masuk,2022,3,2022-03-01
Entikong,Maret,2.0,Pintu Masuk,2022,3,2022-03-01
Aruk,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Nanga Badau,Maret,0.0,Pintu Masuk,2022,3,2022-03-01
Pintu Darat Lainnya,Maret,58891.0,Pintu Masuk Lainnya,2022,3,2022-03-01
Jumlah (A+B+C),Maret,158629.0,Grand Total,2022,3,2022-03-01
Lainnya,Maret,,Pintu Masuk Lainnya,2022,3,2022-03-01
Total,Maret,158629.0,Grand Total,2022,3,2022-03-01
A. Pintu Udara,April,97401.0,Sub-Total,2022,4,2022-04-01
Ngurah Rai,April,58315.0,Pintu Masuk,2022,4,2022-04-01
Soekarno-Hatta,April,36061.0,Pintu Masuk,2022,4,2022-04-01
Juanda,April,1468.0,Pintu Masuk,2022,4,2022-04-01
Kualanamu,April,494.0,Pintu Masuk,2022,4,2022-04-01
Husein Sastranegara,April,0.0,Pintu Masuk,2022,4,2022-04-01
Adi Sucipto,April,35.0,Pintu Masuk,2022,4,2022-04-01
Bandara Int. Lombok,April,0.0,Pintu Masuk,2022,4,2022-04-01
Sam Ratulangi,April,851.0,Pintu Masuk,2022,4,2022-04-01
Minangkabau,April,0.0,Pintu Masuk,2022,4,2022-04-01
Sultan Syarif Kasim II,April,0.0,Pintu Masuk,2022,4,2022-04-01
Sultan Iskandar Muda,April,0.0,Pintu Masuk,2022,4,2022-04-01
Ahmad Yani,April,0.0,Pintu Masuk,2022,4,2022-04-01
Supadio,April,0.0,Pintu Masuk,2022,4,2022-04-01
Hasanuddin,April,164.0,Pintu Masuk,2022,4,2022-04-01
Sultan Badaruddin II,April,0.0,Pintu Masuk,2022,4,2022-04-01
Pintu Udara Lainnya,April,13.0,Pintu Masuk Lainnya,2022,4,2022-04-01
B. Pintu Laut,April,69085.0,Sub-Total,2022,4,2022-04-01
Batam,April,8136.0,Pintu Masuk,2022,4,2022-04-01
Tanjung Uban,April,2998.0,Pintu Masuk,2022,4,2022-04-01
Tanjung Pinang,April,660.0,Pintu Masuk,2022,4,2022-04-01
Tanjung Balai Karimun,April,0.0,Pintu Masuk,2022,4,2022-04-01
Tanjung Benoa,April,20.0,Pintu Masuk,2022,4,2022-04-01
Tanjung Mas,April,,Pintu Masuk,2022,4,2022-04-01
Pintu Laut Lainnya,April,57271.0,Pintu Masuk Lainnya,2022,4,2022-04-01
C. Pintu Darat,April,63590.0,Sub-Total,2022,4,2022-04-01
Jayapura,April,20.0,Pintu Masuk,2022,4,2022-04-01
Atambua,April,737.0,Pintu Masuk,2022,4,2022-04-01
Entikong,April,254.0,Pintu Masuk,2022,4,2022-04-01
Aruk,April,218.0,Pintu Masuk,2022,4,2022-04-01
Nanga Badau,April,0.0,Pintu Masuk,2022,4,2022-04-01
Pintu Darat Lainnya,April,62361.0,Pintu Masuk Lainnya,2022,4,2022-04-01
Jumlah (A+B+C),April,230076.0,Grand Total,2022,4,2022-04-01
Lainnya,April,,Pintu Masuk Lainnya,2022,4,2022-04-01
Total,April,230076.0,Grand Total,2022,4,2022-04-01
A. Pintu Udara,Mei,183830.0,Sub-Total,2022,5,2022-05-01
Ngurah Rai,Mei,115553.0,Pintu Masuk,2022,5,2022-05-01
Soekarno-Hatta,Mei,57844.0,Pintu Masuk,2022,5,2022-05-01
Juanda,Mei,4598.0,Pintu Masuk,2022,5,2022-05-01
Kualanamu,Mei,3861.0,Pintu Masuk,2022,5,2022-05-01
Husein Sastranegara,Mei,0.0,Pintu Masuk,2022,5,2022-05-01
Adi Sucipto,Mei,260.0,Pintu Masuk,2022,5,2022-05-01
Bandara Int. Lombok,Mei,487.0,Pintu Masuk,2022,5,2022-05-01
Sam Ratulangi,Mei,843.0,Pintu Masuk,2022,5,2022-05-01
Minangkabau,Mei,0.0,Pintu Masuk,2022,5,2022-05-01
Sultan Syarif Kasim II,Mei,0.0,Pintu Masuk,2022,5,2022-05-01
Sultan Iskandar Muda,Mei,0.0,Pintu Masuk,2022,5,2022-05-01
Ahmad Yani,Mei,0.0,Pintu Masuk,2022,5,2022-05-01
Supadio,Mei,0.0,Pintu Masuk,2022,5,2022-05-01
Hasanuddin,Mei,364.0,Pintu Masuk,2022,5,2022-05-01
Sultan Badaruddin II,Mei,0.0,Pintu Masuk,2022,5,2022-05-01
Pintu Udara Lainnya,Mei,20.0,Pintu Masuk Lainnya,2022,5,2022-05-01
B. Pintu Laut,Mei,105719.0,Sub-Total,2022,5,2022-05-01
Batam,Mei,16741.0,Pintu Masuk,2022,5,2022-05-01
Tanjung Uban,Mei,5281.0,Pintu Masuk,2022,5,2022-05-01
Tanjung Pinang,Mei,1141.0,Pintu Masuk,2022,5,2022-05-01
Tanjung Balai Karimun,Mei,659.0,Pintu Masuk,2022,5,2022-05-01
Tanjung Benoa,Mei,58.0,Pintu Masuk,2022,5,2022-05-01
Tanjung Mas,Mei,,Pintu Masuk,2022,5,2022-05-01
Pintu Laut Lainnya,Mei,81839.0,Pintu Masuk Lainnya,2022,5,2022-05-01
C. Pintu Darat,Mei,65371.0,Sub-Total,2022,5,2022-05-01
Jayapura,Mei,0.0,Pintu Masuk,2022,5,2022-05-01
Atambua,Mei,1203.0,Pintu Masuk,2022,5,2022-05-01
Entikong,Mei,556.0,Pintu Masuk,2022,5,2022-05-01
Aruk,Mei,622.0,Pintu Masuk,2022,5,2022-05-01
Nanga Badau,Mei,0.0,Pintu Masuk,2022,5,2022-05-01
Pintu Darat Lainnya,Mei,62990.0,Pintu Masuk Lainnya,2022,5,2022-05-01
Jumlah (A+B+C),Mei,354920.0,Grand Total,2022,5,2022-05-01
Lainnya,Mei,,Pintu Masuk Lainnya,2022,5,2022-05-01
Total,Mei,354920.0,Grand Total,2022,5,2022-05-01
A. Pintu Udara,Juni,280482.0,Sub-Total,2022,6,2022-06-01
Ngurah Rai,Juni,181545.0,Pintu Masuk,2022,6,2022-06-01
Soekarno-Hatta,Juni,85587.0,Pintu Masuk,2022,6,2022-06-01
Juanda,Juni,4722.0,Pintu Masuk,2022,6,2022-06-01
Kualanamu,Juni,5165.0,Pintu Masuk,2022,6,2022-06-01
Husein Sastranegara,Juni,49.0,Pintu Masuk,2022,6,2022-06-01
Adi Sucipto,Juni,369.0,Pintu Masuk,2022,6,2022-06-01
Bandara Int. Lombok,Juni,1011.0,Pintu Masuk,2022,6,2022-06-01
Sam Ratulangi,Juni,1472.0,Pintu Masuk,2022,6,2022-06-01
